ip,host,host_full,traffic_snd,traffic_rcv,packet_snd,packet_rcv,country,party,input_file,organization
50.57.31.206,semasio.net,uipus.semasio.net,17242,19746,88,91,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.226.41.54,vidible.tv,trk.vidible.tv,23241,14805,92,63,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
159.127.42.44,dotomi.com,aol-match.dotomi.com,2219,4471,14,8,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Conversant  LLC
23.92.190.68,lijit.com,ap.lijit.com,31775,26672,114,74,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.7.131,gstatic.com,connectivitycheck.gstatic.com,97710,40710,579,372,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.7.162,doubleclick.net,googleads.g.doubleclick.net,68376,84684,329,362,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Google LLC
104.19.195.151,cloudflare.com,cdnjs.cloudflare.com,2216,20583,16,22,US,Support party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Cloudflare  Inc.
35.170.11.197,3lift.com,eb2.3lift.com,7467,11349,46,38,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
54.39.53.162,dyntrk.com,c.us1.dyntrk.com,2807,8323,15,7,CA,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
130.211.9.179,bluecava.com,sync.graph.bluecava.com,4414,8566,26,27,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.244.36.20,adsafeprotected.com,dt.adsafeprotected.com,32537,15192,87,64,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Integral Ad Science  Inc.
172.217.15.67,gstatic.com,ssl.gstatic.com,1669,24356,17,15,SE,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Google LLC
172.217.164.174,youtube.com,img.youtube.com,24672,193317,206,248,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Google LLC
35.227.97.153,districtm.io,dmx.us-east-4.districtm.io,4095,9764,28,24,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
54.39.53.161,dyntrk.com,c.us1.dyntrk.com,2118,7313,12,6,CA,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
75.98.9.100,netseer.com,cmi.netseer.com,1896,3471,8,9,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
34.230.196.67,demdex.net,dpm.demdex.net,13931,14026,68,46,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.85.58.247,sundaysky.com,vop.sundaysky.com,2791,5472,13,8,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.224.50.143,w55c.net,i.w55c.net,2127,6666,12,8,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
00:e0:4c:29:48:4e,00:e0:4c:29:48:4e,00:e0:4c:29:48:4e,565,0,5,0,XX,Physical,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.12.238,youtube.com,img.youtube.com,9570,57245,80,82,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
151.101.1.181,mediavine.com,scripts.mediavine.com,14212,803114,142,159,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.193.83.157,netmng.com,opx2waycm-atl.netmng.com,3817,7186,20,13,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
13.33.39.8,userreport.com,audex.userreport.com,1946,4974,12,8,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
52.70.7.93,stackadapt.com,sync.srv.stackadapt.com,2412,6146,10,8,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
34.227.35.137,w55c.net,pm.w55c.net,4538,8260,22,15,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.36.115.102,pubmatic.com,lyr.pubmatic.com,19479,14557,20,37,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
35.231.41.163,9mediaonline.com,bidder.9mediaonline.com,4848,9471,25,17,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
13.35.78.113,truste.com,choices.truste.com,8181,22128,54,42,US,Support party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Amazon Technologies Inc.
54.210.34.188,flashtalking.com,d9.flashtalking.com,3676,7099,22,15,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
208.91.197.39,ru4.com,msec.xp1.ru4.com,518,378,7,7,VG,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
170.76.216.244,videoamp.com,usersync.videoamp.com,2235,6375,13,11,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
157.230.184.22,cootlogix.com,openrtb.cootlogix.com,3786,9084,19,14,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
198.148.27.133,contextweb.com,bid.contextweb.com,3471,5940,17,10,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.13.68,gstatic.com,t2.gstatic.com,2560,75193,30,28,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
13.35.78.28,truste.com,choices.truste.com,5688,16421,38,30,US,Support party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Amazon Technologies Inc.
54.210.32.106,krxd.net,usermatch.krxd.net,1960,5976,12,9,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.193.83.156,netmng.com,pubmatic2waycm-atl.netmng.com,2201,6076,11,6,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,IgnitionOne  Inc.
172.217.7.130,googlesyndication.com,ade.googlesyndication.com,17772,15379,93,82,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Google LLC
192.132.33.46,bttrack.com,bttrack.com,2376,6251,9,9,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Bidtellect Inc.
3.222.179.245,bidr.io,match.prod.bidr.io,20459,22856,80,49,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.92.176.168,eyeota.net,ps.eyeota.net,4824,5548,24,13,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
34.206.32.106,3lift.com,eb2.3lift.com,5775,9231,37,29,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
192.184.68.238,quantserve.com,pixel.quantserve.com,13090,9917,68,44,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
52.45.68.217,moatads.com,geo.moatads.com,4176,5134,13,10,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.13.82,gstatic.com,p4-eqchlszrsgk6w-tdgtq54t77kiqg2n-326800-i1-unicast4.metric.gstatic.com,2051,5770,14,13,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.228.178.24,flashtalking.com,d9.flashtalking.com,7656,12750,16,15,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
159.127.42.140,dotomi.com,openx2-match.dotomi.com,3522,8784,25,15,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Conversant  LLC
146.20.132.177,lkqd.net,cs.lkqd.net,2122,8843,14,12,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.244.42.195,twitter.com,analytics.twitter.com,6073,8751,42,29,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Twitter Inc.
100.26.60.246,eyeota.net,ps.eyeota.net,5475,5593,30,18,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
35.227.230.187,mookie1.com,gmtdmp.mookie1.com,15729,16207,98,91,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
54.208.15.78,emxdgt.com,cs.emxdgt.com,15190,15623,68,48,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.210.138.47,w55c.net,i.w55c.net,6332,9770,32,22,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
178.33.230.6,adserver.video,adserver.video,922,3241,7,5,FR,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
192.0.77.2,wp.com,i2.wp.com,16021,701026,156,164,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Automattic  Inc
172.217.7.164,gstatic.com,t1.gstatic.com,968,491,6,4,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
162.248.19.152,pubmatic.com,image4.pubmatic.com,23289,16279,58,58,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,PubMatic  Inc.
104.75.119.12,evidon.com,c.evidon.com,3799,21521,31,24,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
34.225.255.10,3lift.com,tlx.3lift.com,8125,11664,42,34,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
69.147.92.12,yahoo.com,beap-bc.yahoo.com,5511,120254,63,43,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.223.213.87,placed.com,api.placed.com,2015,6282,11,8,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
23.195.71.73,scorecardresearch.com,sb.scorecardresearch.com,28754,28257,156,114,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
76.13.32.147,yahoo.com,cms.analytics.yahoo.com,11511,34233,74,57,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
199.166.0.24,adsafeprotected.com,fw.adsafeprotected.com,18462,156726,62,53,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Integral Ad Science  Inc.
52.20.233.11,acexedge.com,s.acexedge.com,74109,120118,248,143,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
34.199.113.81,extend.tv,sync.extend.tv,2211,7036,13,8,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.217.29.233,tidaltv.com,sync.tidaltv.com,5722,8329,32,22,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
204.154.111.121,doubleverify.com,tps.doubleverify.com,2962,8161,11,8,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
88.214.206.142,admanmedia.com,cs.admanmedia.com,1848,3331,11,7,GB,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.164.162,doubleclick.net,cm.g.doubleclick.net,37929,32341,173,172,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.106.63.48,owneriq.net,px.owneriq.net,7475,9314,36,23,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
18.219.161.73,thebrighttag.com,s.thebrighttag.com,6828,8150,37,25,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
63.251.96.165,lfstmedia.com,ads.lfstmedia.com,3402,10229,22,15,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
192.35.249.127,spotxchange.com,sync.search.spotxchange.com,11465,12106,57,62,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,SpotXchange  Inc.
35.227.210.57,slyngshot.io,cookiesync.slyngshot.io,2731,4952,18,18,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.222.66.197,sharethrough.com,match.sharethrough.com,7590,14532,43,30,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
50.17.52.222,opmnstr.com,api.opmnstr.com,4098,50626,37,16,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Amazon.com  Inc.
151.101.0.155,delish.com,www.delish.com,6676,10176,43,32,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.13.66,googlesyndication.com,ade.googlesyndication.com,9659,7569,43,40,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.224.32.104,emxdgt.com,hb.emxdgt.com,31967,77432,167,109,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
173.239.42.214,adkernel.com,sync.adkernel.com,2331,5722,10,9,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
54.210.131.196,tremorhub.com,partners.tremorhub.com,7331,9943,46,37,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.7.234,googleapis.com,home-devices.googleapis.com,6393,6014,24,29,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
52.201.110.55,gumgum.com,rtb.gumgum.com,6128,14344,37,29,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
169.61.103.241,simpli.fi,um.simpli.fi,4193,6199,24,17,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
54.236.93.203,mediavine.com,exchange.mediavine.com,15676,22904,60,49,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
204.79.197.200,bing.com,dps.bing.com,4016,17983,31,31,US,Support party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Microsoft Corporation
67.226.213.51,everesttech.net,rtb-lb-event-sjc-1b-tm.everesttech.net,4623,6090,18,13,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
54.165.137.70,emxdgt.com,hb.emxdgt.com,21615,83499,114,77,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
208.185.50.97,rubiconproject.com,fastlane.rubiconproject.com,12598,21324,43,36,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
34.96.87.211,openx.net,rtb.openx.net,10327,13670,69,58,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
8.8.8.8,dns.google,dns.google,83903,150213,1046,1035,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Level 3 Parent  LLC
54.210.6.68,stackadapt.com,sync.srv.stackadapt.com,2171,6487,10,8,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
185.184.10.30,creativecdn.com,ash.creativecdn.com,2743,5894,15,9,PL,Support party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
13.35.78.101,3lift.com,ib.3lift.com,2267,6982,12,7,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.84.227.38,addthis.com,cw.addthis.com,12040,14260,78,65,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.19.244.8,adsnative.com,rudy.adsnative.com,1831,9186,14,14,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.7.142,youtube.com,img.youtube.com,6343,6324,39,35,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.17.120.107,brealtime.com,cookie.brealtime.com,3982,10452,21,15,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Cloudflare  Inc.
104.86.88.239,bluekai.com,tags.bluekai.com,27059,29271,146,105,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.13.67,gstatic.com,p4-eqchlszrsgk6w-tdgtq54t77kiqg2n-if-v6exp3-v4.metric.gstatic.com,5356,11998,29,26,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
13.33.33.107,trustarc.com,choices.trustarc.com,6926,45636,50,39,US,Support party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Amazon Technologies Inc.
8.41.222.151,1rx.io,sync.1rx.io,3071,7140,15,13,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
52.205.112.44,tvpixel.com,p.tvpixel.com,2424,7760,16,12,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
199.166.0.200,iasds01.com,sc.iasds01.com,13806,43661,76,51,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Integral Ad Science  Inc.
35.211.20.91,perf-serving.com,prod.perf-serving.com,2038,6181,14,9,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
146.0.227.110,admixer.net,inv-nets.admixer.net,5947,6171,29,19,DE,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
23.73.170.100,betrad.com,c.betrad.com,1989,6546,13,7,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
34.193.46.35,yahoo.com,ups.analytics.yahoo.com,6422,7980,34,25,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
34.227.156.232,yieldmo.com,ads.yieldmo.com,9689,8300,47,33,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
204.2.255.225,mxptint.net,aep.mxptint.net,2991,7122,13,10,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
151.101.2.110,newrelic.com,js-agent.newrelic.com,2272,17739,19,12,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
72.21.81.64,tubemogul.com,playtime.tubemogul.com,19643,204114,109,149,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.16.190.66,districtm.io,dmx.districtm.io,7055,11528,45,42,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
204.154.111.115,doubleverify.com,rtb0.doubleverify.com,2503,6277,13,7,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.81.244.112,tidaltv.com,sync.tidaltv.com,8077,9696,38,26,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
